2023-06-19 15:45:28,343 INFO    StreamThr :9104 [internal.py:wandb_internal():86] W&B internal server running at pid: 9104, started at: 2023-06-19 15:45:28.341797
2023-06-19 15:45:28,344 DEBUG   HandlerThread:9104 [handler.py:handle_request():144] handle_request: status
2023-06-19 15:45:28,346 INFO    WriterThread:9104 [datastore.py:open_for_write():85] open: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_154528-m14alslb\run-m14alslb.wandb
2023-06-19 15:45:28,349 DEBUG   SenderThread:9104 [sender.py:send():369] send: header
2023-06-19 15:45:28,393 DEBUG   SenderThread:9104 [sender.py:send():369] send: run
2023-06-19 15:45:28,404 INFO    SenderThread:9104 [sender.py:_maybe_setup_resume():737] checking resume status for None/train/m14alslb
2023-06-19 15:45:29,452 INFO    SenderThread:9104 [dir_watcher.py:__init__():211] watching files in: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_154528-m14alslb\files
2023-06-19 15:45:29,452 INFO    SenderThread:9104 [sender.py:_start_run_threads():1100] run started: m14alslb with start time 1687169728.341797
2023-06-19 15:45:29,452 DEBUG   SenderThread:9104 [sender.py:send_request():396] send_request: summary_record
2023-06-19 15:45:29,454 INFO    SenderThread:9104 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 15:45:29,455 DEBUG   HandlerThread:9104 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 15:45:29,455 DEBUG   SenderThread:9104 [sender.py:send_request():396] send_request: check_version
2023-06-19 15:45:29,508 DEBUG   HandlerThread:9104 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 15:45:29,528 DEBUG   HandlerThread:9104 [system_info.py:__init__():31] System info init
2023-06-19 15:45:29,528 DEBUG   HandlerThread:9104 [system_info.py:__init__():46] System info init done
2023-06-19 15:45:29,528 INFO    HandlerThread:9104 [system_monitor.py:start():181] Starting system monitor
2023-06-19 15:45:29,528 INFO    SystemMonitor:9104 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-19 15:45:29,528 INFO    HandlerThread:9104 [system_monitor.py:probe():201] Collecting system info
2023-06-19 15:45:29,528 INFO    SystemMonitor:9104 [interfaces.py:start():190] Started cpu monitoring
2023-06-19 15:45:29,528 DEBUG   HandlerThread:9104 [system_info.py:probe():195] Probing system
2023-06-19 15:45:29,528 INFO    SystemMonitor:9104 [interfaces.py:start():190] Started disk monitoring
2023-06-19 15:45:29,528 INFO    SystemMonitor:9104 [interfaces.py:start():190] Started memory monitoring
2023-06-19 15:45:29,544 INFO    SystemMonitor:9104 [interfaces.py:start():190] Started network monitoring
2023-06-19 15:45:29,544 DEBUG   HandlerThread:9104 [system_info.py:_probe_git():180] Probing git
2023-06-19 15:45:29,626 DEBUG   HandlerThread:9104 [system_info.py:_probe_git():188] Probing git done
2023-06-19 15:45:29,626 DEBUG   HandlerThread:9104 [system_info.py:probe():240] Probing system done
2023-06-19 15:45:29,626 DEBUG   HandlerThread:9104 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.2', 'heartbeatAt': '2023-06-19T10:15:29.528543', 'startedAt': '2023-06-19T10:15:28.301079', 'docker': None, 'cuda': None, 'args': ('--img', '320', '--batch-size', '8', '--epochs', '10', '--data', 'custom_data.yaml', '--weights', 'yolov5s.pt', '--device', 'cpu', '--cache', 'clear'), 'state': 'running', 'program': 'C:\\Users\\HP\\Desktop\\ultralytics\\yolov5\\train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/ultralytics/yolov5', 'commit': '5f11555e0796f9471185a16dc79860c236f656f8'}, 'email': 'vlrdharshini2003@gmail.com', 'root': 'C:/Users/HP/Desktop/ultralytics/yolov5', 'host': 'LAPTOP-69KAI4CT', 'username': 'HP', 'executable': 'C:\\Users\\HP\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1190.0, 'min': 0.0, 'max': 1190.0}, 'cpu_freq_per_core': [{'current': 1190.0, 'min': 0.0, 'max': 1190.0}], 'disk': {'total': 840.9404258728027, 'used': 194.2013168334961}, 'memory': {'total': 7.7869110107421875}}
2023-06-19 15:45:29,626 INFO    HandlerThread:9104 [system_monitor.py:probe():211] Finished collecting system info
2023-06-19 15:45:29,626 INFO    HandlerThread:9104 [system_monitor.py:probe():214] Publishing system info
2023-06-19 15:45:29,626 DEBUG   HandlerThread:9104 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
