2023-06-19 15:37:21,971 INFO    StreamThr :3060 [internal.py:wandb_internal():86] W&B internal server running at pid: 3060, started at: 2023-06-19 15:37:21.971491
2023-06-19 15:37:21,971 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: status
2023-06-19 15:37:22,055 INFO    WriterThread:3060 [datastore.py:open_for_write():85] open: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\run-ial5uzzd.wandb
2023-06-19 15:37:22,064 DEBUG   SenderThread:3060 [sender.py:send():369] send: header
2023-06-19 15:37:22,103 DEBUG   SenderThread:3060 [sender.py:send():369] send: run
2023-06-19 15:37:22,115 INFO    SenderThread:3060 [sender.py:_maybe_setup_resume():737] checking resume status for None/train/ial5uzzd
2023-06-19 15:37:23,195 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 15:37:23,195 INFO    SenderThread:3060 [dir_watcher.py:__init__():211] watching files in: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files
2023-06-19 15:37:23,195 INFO    SenderThread:3060 [sender.py:_start_run_threads():1100] run started: ial5uzzd with start time 1687169242.055221
2023-06-19 15:37:23,195 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: summary_record
2023-06-19 15:37:23,202 INFO    SenderThread:3060 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 15:37:23,202 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: check_version
2023-06-19 15:37:23,346 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 15:37:23,374 DEBUG   HandlerThread:3060 [system_info.py:__init__():31] System info init
2023-06-19 15:37:23,374 DEBUG   HandlerThread:3060 [system_info.py:__init__():46] System info init done
2023-06-19 15:37:23,374 INFO    HandlerThread:3060 [system_monitor.py:start():181] Starting system monitor
2023-06-19 15:37:23,374 INFO    SystemMonitor:3060 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-19 15:37:23,374 INFO    HandlerThread:3060 [system_monitor.py:probe():201] Collecting system info
2023-06-19 15:37:23,374 INFO    SystemMonitor:3060 [interfaces.py:start():190] Started cpu monitoring
2023-06-19 15:37:23,374 DEBUG   HandlerThread:3060 [system_info.py:probe():195] Probing system
2023-06-19 15:37:23,374 INFO    SystemMonitor:3060 [interfaces.py:start():190] Started disk monitoring
2023-06-19 15:37:23,374 INFO    SystemMonitor:3060 [interfaces.py:start():190] Started memory monitoring
2023-06-19 15:37:23,384 INFO    SystemMonitor:3060 [interfaces.py:start():190] Started network monitoring
2023-06-19 15:37:23,389 DEBUG   HandlerThread:3060 [system_info.py:_probe_git():180] Probing git
2023-06-19 15:37:23,470 DEBUG   HandlerThread:3060 [system_info.py:_probe_git():188] Probing git done
2023-06-19 15:37:23,471 DEBUG   HandlerThread:3060 [system_info.py:probe():240] Probing system done
2023-06-19 15:37:23,471 DEBUG   HandlerThread:3060 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.2', 'heartbeatAt': '2023-06-19T10:07:23.374818', 'startedAt': '2023-06-19T10:07:21.952755', 'docker': None, 'cuda': None, 'args': ('--img', '320', '--batch-size', '8', '--epochs', '10', '--data', 'custom_data.yaml', '--weights', 'yolov5s.pt', '--device', 'cpu', '--cache', 'clear'), 'state': 'running', 'program': 'C:\\Users\\HP\\Desktop\\ultralytics\\yolov5\\train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/ultralytics/yolov5', 'commit': '5f11555e0796f9471185a16dc79860c236f656f8'}, 'email': 'vlrdharshini2003@gmail.com', 'root': 'C:/Users/HP/Desktop/ultralytics/yolov5', 'host': 'LAPTOP-69KAI4CT', 'username': 'HP', 'executable': 'C:\\Users\\HP\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1190.0, 'min': 0.0, 'max': 1190.0}, 'cpu_freq_per_core': [{'current': 1190.0, 'min': 0.0, 'max': 1190.0}], 'disk': {'total': 840.9404258728027, 'used': 194.19727325439453}, 'memory': {'total': 7.7869110107421875}}
2023-06-19 15:37:23,471 INFO    HandlerThread:3060 [system_monitor.py:probe():211] Finished collecting system info
2023-06-19 15:37:23,471 INFO    HandlerThread:3060 [system_monitor.py:probe():214] Publishing system info
2023-06-19 15:37:23,471 DEBUG   HandlerThread:3060 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-19 15:37:23,472 DEBUG   HandlerThread:3060 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-19 15:37:23,473 INFO    HandlerThread:3060 [system_monitor.py:probe():216] Finished publishing system info
2023-06-19 15:37:23,583 DEBUG   SenderThread:3060 [sender.py:send():369] send: files
2023-06-19 15:37:23,583 INFO    SenderThread:3060 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-19 15:37:23,600 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: stop_status
2023-06-19 15:37:23,600 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: stop_status
2023-06-19 15:37:23,907 DEBUG   SenderThread:3060 [sender.py:send():369] send: telemetry
2023-06-19 15:37:24,199 DEBUG   SenderThread:3060 [sender.py:send():369] send: exit
2023-06-19 15:37:24,199 INFO    SenderThread:3060 [sender.py:send_exit():574] handling exit code: 1
2023-06-19 15:37:24,199 INFO    SenderThread:3060 [sender.py:send_exit():576] handling runtime: 0
2023-06-19 15:37:24,199 INFO    SenderThread:3060 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_exit():582] send defer
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 0
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 1
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 1
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 2
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [system_monitor.py:finish():190] Stopping system monitor
2023-06-19 15:37:24,213 DEBUG   SystemMonitor:3060 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [interfaces.py:finish():202] Joined cpu monitor
2023-06-19 15:37:24,213 DEBUG   SystemMonitor:3060 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [interfaces.py:finish():202] Joined disk monitor
2023-06-19 15:37:24,213 DEBUG   SystemMonitor:3060 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [interfaces.py:finish():202] Joined memory monitor
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [interfaces.py:finish():202] Joined network monitor
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 2
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 3
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send():369] send: stats
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 3
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 4
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 4
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 5
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send():369] send: summary
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 5
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 6
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,213 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-19 15:37:24,213 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,213 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 6
2023-06-19 15:37:24,213 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: status_report
2023-06-19 15:37:24,229 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\output.log
2023-06-19 15:37:24,229 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\wandb-summary.json
2023-06-19 15:37:24,229 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\requirements.txt
2023-06-19 15:37:24,229 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\wandb-metadata.json
2023-06-19 15:37:24,527 INFO    wandb-upload_0:3060 [upload_job.py:push():133] Uploaded file C:\Users\HP\AppData\Local\Temp\tmp1pzmjh01wandb\a3nv8bw9-wandb-metadata.json
2023-06-19 15:37:24,558 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 7
2023-06-19 15:37:24,558 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:24,558 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-19 15:37:24,558 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:24,558 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 7
2023-06-19 15:37:25,232 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-19 15:37:25,232 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\config.yaml
2023-06-19 15:37:26,114 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 8
2023-06-19 15:37:26,114 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: poll_exit
2023-06-19 15:37:26,114 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:26,114 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-19 15:37:26,114 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:26,114 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 8
2023-06-19 15:37:26,114 INFO    SenderThread:3060 [job_builder.py:build():232] Attempting to build job artifact
2023-06-19 15:37:26,114 INFO    SenderThread:3060 [job_builder.py:build():256] is repo sourced job
2023-06-19 15:37:26,240 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-19 15:37:26,240 INFO    Thread-16 :3060 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\output.log
2023-06-19 15:37:26,318 INFO    SenderThread:3060 [job_builder.py:build():297] adding wandb-job metadata file
2023-06-19 15:37:26,363 INFO    SenderThread:3060 [sender.py:transition_state():602] send defer: 9
2023-06-19 15:37:26,363 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: poll_exit
2023-06-19 15:37:26,363 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: defer
2023-06-19 15:37:26,363 DEBUG   SenderThread:3060 [sender.py:send():369] send: artifact
2023-06-19 15:37:26,363 INFO    HandlerThread:3060 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-19 15:37:27,242 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-19 15:37:28,740 INFO    wandb-upload_0:3060 [upload_job.py:push():91] Uploaded file C:\Users\HP\AppData\Local\wandb\wandb\artifacts\staging\tmpilc61nat
2023-06-19 15:37:28,740 INFO    wandb-upload_1:3060 [upload_job.py:push():91] Uploaded file C:\Users\HP\AppData\Local\wandb\wandb\artifacts\staging\tmpbtfjbdsn
2023-06-19 15:37:30,477 INFO    SenderThread:3060 [sender.py:send_artifact():1450] sent artifact job-https___github.com_ultralytics_yolov5_train.py - {'id': 'QXJ0aWZhY3Q6NDkyMjE1Mzk4', 'digest': '6b8a69fbbbe3caf555c09c2d5c44da99', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjc3ODEwMjk3', 'latestArtifact': None}, 'version': 'latest'}
2023-06-19 15:37:30,477 DEBUG   SenderThread:3060 [sender.py:send_request():396] send_request: defer
2023-06-19 15:37:30,477 INFO    SenderThread:3060 [sender.py:send_request_defer():598] handle sender defer: 9
2023-06-19 15:37:30,477 INFO    SenderThread:3060 [dir_watcher.py:finish():359] shutting down directory watcher
2023-06-19 15:37:30,477 DEBUG   HandlerThread:3060 [handler.py:handle_request():144] handle_request: status_report
2023-06-19 15:37:31,276 INFO    SenderThread:3060 [dir_watcher.py:finish():389] scan: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files
2023-06-19 15:37:31,276 INFO    SenderThread:3060 [dir_watcher.py:finish():403] scan save: C:\Users\HP\Desktop\ultralytics\yolov5\wandb\run-20230619_153721-ial5uzzd\files\config.yaml config.yaml
